Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
Cozy BR in Wiliamsburg 3 Bedroom,26995415534,VERIFIED,Bruce,Brooklyn,Williamsburg,40.71165,-73.96087,United States,US,False,moderate,Private room,2003,1133,227.0,3.0,200.0
Sunny Room in Old Historical Brooklyn Townhouse,7020663711,UNCONFIRMED,Jessica,Brooklyn,Fort Greene,40.69101,-73.97312,United States,US,True,strict,Private room,2014,162,32.0,8.0,27.0
Sun Filled Classic West Village Apt,45352858672,VERIFIED,Valeria,Manhattan,West Village,40.73474,-74.00101,United States,US,False,moderate,Private room,2009,944,189.0,4.0,79.0
Lg Rm in Historic Prospect Heights,28372000134,UNCONFIRMED,Wilson,Brooklyn,Prospect Heights,40.67386,-73.96641,United States,US,True,moderate,Private room,2009,505,101.0,15.0,9.0
Classic Artist Loft Williamsburg,85684057000,VERIFIED,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,US,True,strict,Private room,2009,113,23.0,3.0,155.0
Unknown,47292670441,UNCONFIRMED,Dainton,Brooklyn,Prospect Heights,40.6741,-73.96595,United States,US,False,flexible,Entire home/apt,2020,810,162.0,15.0,4.0
Private Bdrm/Bathrm. New! Elevator!,80380133240,UNCONFIRMED,Audrey,Manhattan,East Harlem,40.79295,-73.93997,United States,US,True,moderate,Private room,2022,370,74.0,2.0,34.0
"Sunny, clean 1 bdrm in W. Village",75987317883,VERIFIED,James,Manhattan,West Village,40.73226,-74.00401,Unknown,unknown,False,moderate,Entire home/apt,2018,738,148.0,45.0,134.0
Great location in Williamsburg,51756716507,UNCONFIRMED,Roman,Brooklyn,Williamsburg,40.71363,-73.96398,Unknown,unknown,False,moderate,Entire home/apt,2007,1013,203.0,6.0,27.0
Light and Airy Upper East Side 1 BDR apartment,30351473270,UNCONFIRMED,Kellan,Manhattan,Upper East Side,40.77711,-73.9527,Unknown,unknown,False,moderate,Entire home/apt,2004,464,93.0,4.0,126.0
Luxury Brownstone in Boerum Hill,22525653405,UNCONFIRMED,Owen,Brooklyn,Boerum Hill,40.68559,-73.98094,Unknown,unknown,False,moderate,Entire home/apt,2006,744,149.0,3.0,23.0
CENTRAL PARK LOFT all for YOU,82585795978,VERIFIED,Eddy,Manhattan,Upper East Side,40.77456,-73.95323,Unknown,unknown,False,moderate,Entire home/apt,2014,764,153.0,1.0,234.0
Indie-Chic Share In Williamsburg,1595619477,UNCONFIRMED,Darcy,Unknown,Williamsburg,40.71088,-73.95055,Unknown,unknown,False,moderate,Private room,2022,1020,204.0,4.0,202.0
"A room w/ a Manhattan view, longer stay",973585651,UNCONFIRMED,Dominik,Queens,Sunnyside,40.74559,-73.92313,Unknown,unknown,False,moderate,Private room,2018,355,71.0,30.0,28.0
"Private, Large & Sunny 1BR w/W&D",86944769515,VERIFIED,Aldus,Brooklyn,Bedford-Stuyvesant,40.68306,-73.94659,Unknown,unknown,False,moderate,Entire home/apt,2008,244,49.0,2.0,309.0
Luxurious Condo in DUBMO with View,20270952150,UNCONFIRMED,Edith,Brooklyn,DUMBO,40.70207,-73.98571,United States,US,True,strict,Private room,2016,385,77.0,47.0,14.0
Charming & Cozy midtown loft any WEEK ENDS  !!!,3310140241,VERIFIED,Luke,Manhattan,Upper East Side,40.76123,-73.9642,United States,US,False,flexible,Entire home/apt,2021,950,190.0,81.0,4.0
* Spacious GARDEN Park Slope Duplex* 6 people max,61571782497,VERIFIED,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,United States,US,False,strict,Entire home/apt,2021,374,75.0,144.0,80.0
Convenient cozy cheap apt Manhattan,29280666536,UNCONFIRMED,Agata,Manhattan,Harlem,40.82704,-73.94907,United States,US,False,flexible,Entire home/apt,2011,375,75.0,371.0,2.0
Parlor Room In Victorian Townhouse,45745264571,UNCONFIRMED,Heather,Unknown,Clinton Hill,40.68843,-73.96408,United States,US,True,strict,Private room,2004,925,185.0,149.0,294.0
House On Henry (2nd FLR Suite),44408473243,UNCONFIRMED,James,Brooklyn,Carroll Gardens,40.6783,-74.00135,United States,US,False,moderate,Entire home/apt,2008,842,168.0,273.0,150.0
New York room with a view,95792367490,UNCONFIRMED,Dexter,Staten Island,St. George,40.64524,-74.08088,United States,US,True,strict,Private room,2003,1015,203.0,131.0,166.0
Sunny cozy room in Brklyn townhouse,29877853006,UNCONFIRMED,Jared,Brooklyn,Bushwick,40.70641,-73.91765,United States,US,False,moderate,Private room,2014,503,101.0,275.0,47.0
Room with a View,80294758485,UNCONFIRMED,Eric,Bronx,Highbridge,40.83232,-73.93184,United States,US,True,flexible,Private room,2006,483,97.0,323.0,219.0
Light+Open+Airy+Rustic+Modern Loft,33855109201,UNCONFIRMED,Freddie,Brooklyn,Williamsburg,40.71045,-73.9677,United States,US,False,strict,Entire home/apt,2005,176,35.0,59.0,193.0
West Inn 2 - East Village,56474290668,UNCONFIRMED,Olivia,Manhattan,East Village,40.72518,-73.98034,United States,US,False,flexible,Private room,2020,185,37.0,99.0,84.0
Financial District Luxury Loft,57567873573,VERIFIED,Amy,Manhattan,Financial District,40.70666,-74.01374,United States,US,False,strict,Entire home/apt,2022,387,77.0,268.0,114.0
Your own Lovely West Village Studio,64716183027,VERIFIED,April,Manhattan,West Village,40.73756,-74.00405,United States,US,False,strict,Entire home/apt,2017,665,133.0,189.0,86.0
ACCOMMODATIONS GALORE#3. 1-5 GUESTS,13628045272,VERIFIED,Daniel,Manhattan,Harlem,40.81526,-73.94791,United States,US,True,strict,Entire home/apt,2013,175,35.0,30.0,80.0
Greenwich Village Stylish Apartment,31589665723,UNCONFIRMED,Jared,Manhattan,West Village,40.73423,-74.0046,United States,US,True,strict,Entire home/apt,2012,408,82.0,340.0,38.0
Clean and Cozy Harlem Apartment,42380667906,VERIFIED,Ashton,Manhattan,Harlem,40.82374,-73.9373,United States,US,False,strict,Entire home/apt,2019,601,120.0,128.0,18.0
"Fort Greene, Brooklyn: Center Bedroom",9549678609,UNCONFIRMED,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,US,False,flexible,Private room,2011,107,21.0,350.0,206.0
Beautiful Queens Brownstone! - 5BR,65716686884,UNCONFIRMED,Brad,Queens,Ridgewood,40.70382,-73.89797,United States,US,True,flexible,Entire home/apt,2011,724,145.0,166.0,10.0
Couldn't Be Closer To Columbia Uni,44580630332,UNCONFIRMED,Bruce,Manhattan,Morningside Heights,40.80549,-73.95924,United States,US,False,strict,Private room,2019,450,90.0,110.0,122.0
Unknown,35675205624,UNCONFIRMED,Daniel,Brooklyn,Williamsburg,40.71627,-73.9587,United States,US,False,strict,Entire home/apt,2004,1153,231.0,57.0,33.0
Park Slope haven 15 mins from Soho,36806839312,UNCONFIRMED,Kelsey,Brooklyn,Park Slope,40.67994,-73.97863,United States,US,False,strict,Entire home/apt,2015,327,65.0,142.0,52.0
SAFE  AND BEAUTIFUL ACCOMODATION,93242543275,VERIFIED,Natalie,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,United States,US,False,strict,Private room,2015,946,189.0,366.0,126.0
Large Room in private Brownstone in Park Slope,25032439747,UNCONFIRMED,Lana,Brooklyn,Prospect Heights,40.67868,-73.97307,United States,US,False,strict,Private room,2017,498,100.0,3.0,51.0
"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",40177622054,UNCONFIRMED,Victor,Manhattan,Upper East Side,40.76834,-73.95334,United States,US,False,flexible,Private room,2020,720,144.0,3.0,199.0
"LARGE, COMFY 1BDR W/CHARACTER!!!",5715989004,VERIFIED,Edgar,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,United States,US,False,flexible,Entire home/apt,2011,174,35.0,3.0,30.0
Chelsea Studio sublet 1 - 2 months,4828083235,VERIFIED,Antony,Manhattan,Chelsea,40.74031,-73.99999,United States,US,True,moderate,Entire home/apt,2021,323,65.0,3.0,3.0
LUX APT IN TIMES SQUARE NEW BUILDING,93725364475,UNCONFIRMED,Aiden,Manhattan,Hell's Kitchen,40.76307,-73.99665,United States,US,False,moderate,Entire home/apt,2012,539,108.0,3.0,41.0
Designer 1 BR Duplex w/ Terrace- Spectacular Views,11711269275,VERIFIED,Antony,Manhattan,Lower East Side,40.71882,-73.98852,United States,US,False,strict,Entire home/apt,2012,232,46.0,3.0,109.0
Lovely Apt & Garden;  Legal;  Best Area; Amenities,47754762661,UNCONFIRMED,Clark,Brooklyn,South Slope,40.6693,-73.98804,United States,US,False,flexible,Entire home/apt,2012,968,194.0,3.0,151.0
1 Bedroom in 2 Bdrm Apt- Upper East,53580758729,UNCONFIRMED,Unknown,Manhattan,Upper East Side,40.77333,-73.95199,United States,US,False,flexible,Private room,2012,460,92.0,14.0,0.0
Lower East Side $57~/night,66711255974,VERIFIED,Unknown,Manhattan,Lower East Side,40.72319,-73.99201,United States,US,False,moderate,Private room,2012,81,16.0,1.0,285.0
Prime Location in Manhattan,47239505401,VERIFIED,Unknown,Unknown,Chelsea,40.74859,-73.99671,United States,US,True,flexible,Private room,2012,267,53.0,1.0,375.0
( F) Excellent/Pvt Rm,39463875808,UNCONFIRMED,Unknown,Queens,Jamaica,40.67252,-73.76597,United States,US,True,moderate,Private room,2012,1084,217.0,2.0,52.0
"Quiet, sunny Midtown Manhattan apt.",72064826815,VERIFIED,Unknown,Manhattan,Hell's Kitchen,40.76244,-73.99271,United States,US,True,flexible,Entire home/apt,2013,402,80.0,5.0,10.0
Big Room/Washer-Dryer/Wifi/AC/JMZ,43945171386,VERIFIED,Unknown,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Unknown,unknown,False,moderate,Private room,2012,457,91.0,2.0,11.0
cozy studio with parking spot,16211727428,UNCONFIRMED,Dale,Queens,Middle Village,40.71722,-73.87856,Unknown,unknown,False,moderate,Entire home/apt,2012,938,188.0,30.0,33.0
Clean and convenient 2BR apartment,51018805199,UNCONFIRMED,Lydia,Queens,Ridgewood,40.70234,-73.89816,Unknown,unknown,False,moderate,Private room,2012,405,81.0,7.0,6.0
Unknown,21389589535,UNCONFIRMED,Annabella,Queens,Middle Village,40.71546,-73.87854,Unknown,unknown,False,moderate,Entire home/apt,2012,907,181.0,7.0,38.0
Unknown,80926683538,UNCONFIRMED,Cherry,Brooklyn,Williamsburg,40.7195,-73.95976,Unknown,unknown,False,moderate,Entire home/apt,2012,693,139.0,2.0,358.0
Unknown,20738355824,UNCONFIRMED,Nicholas,Manhattan,Hell's Kitchen,40.76548,-73.98474,Unknown,unknown,False,moderate,Shared room,2012,586,117.0,6.0,10.0
Unknown,27207072817,UNCONFIRMED,Jack,Manhattan,Harlem,40.80234,-73.95603,Unknown,unknown,False,moderate,Private room,2012,112,22.0,30.0,0.0
Unknown,87631747854,UNCONFIRMED,Amanda,Unknown,Prospect Heights,40.6787,-73.97262,United States,US,False,strict,Private room,2012,936,187.0,2.0,226.0
Unknown,14045566528,UNCONFIRMED,Adrianna,Manhattan,Harlem,40.81035,-73.94598,United States,US,False,moderate,Entire home/apt,2022,749,150.0,1.0,104.0
Cozy bedroom by Yankee Stadium,30253075852,UNCONFIRMED,Vincent,Bronx,Highbridge,40.83075,-73.93058,United States,US,True,flexible,Private room,2007,538,108.0,1.0,138.0
Great apartment with private bathroom and entrance,50778476532,UNCONFIRMED,Frederick,Manhattan,East Harlem,40.79958,-73.94275,United States,US,False,flexible,Private room,2007,252,50.0,5.0,204.0
Spacious Williamsburg Share w/ LOFT BED,21636248705,VERIFIED,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,United States,US,False,strict,Private room,2017,131,26.0,4.0,82.0
Cozy 2 br in sunny Fort Greene apt,30191089894,UNCONFIRMED,Andrews,Brooklyn,Fort Greene,40.68656,-73.97525,United States,US,False,strict,Private room,2005,444,89.0,3.0,37.0
Cozy East Village Railroad 1 Bed!,79861348248,VERIFIED,Cooper,Manhattan,East Village,40.72752,-73.98432,United States,US,False,strict,Entire home/apt,2010,1089,218.0,1.0,204.0
1 Bedroom Loft w/ Private Roof Deck,11696098683,UNCONFIRMED,Foster,Brooklyn,Greenpoint,40.729,-73.95829,United States,US,True,strict,Entire home/apt,2017,518,104.0,2.0,69.0
City Room - Private & Comfy Bedroom,38264908739,VERIFIED,Morrison,Manhattan,Harlem,40.81219,-73.94499,United States,US,True,strict,Private room,2010,220,44.0,1.0,192.0
Elegant NYC Pad,49921339869,UNCONFIRMED,Bennett,Queens,Ditmars Steinway,40.77185,-73.90502,United States,US,True,moderate,Entire home/apt,2016,1133,227.0,2.0,17.0
"Clean & bright 1BR in Cobble Hill, GREAT location!",38579657286,UNCONFIRMED,Baker,Brooklyn,Cobble Hill,40.68926,-73.99386,United States,US,True,strict,Entire home/apt,2021,316,63.0,2.0,222.0
"Modern, Large East Village Loft",13467711251,UNCONFIRMED,Spencer,Manhattan,East Village,40.72821,-73.98701,United States,US,True,flexible,Entire home/apt,2015,396,79.0,3.0,205.0
"Great new apt, close to everything",79638424542,VERIFIED,Ross,Manhattan,Hell's Kitchen,40.7672,-73.98508,United States,US,False,flexible,Entire home/apt,2020,813,163.0,3.0,94.0
Quiet & Clean Retreat in the City,18399221085,UNCONFIRMED,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,US,False,moderate,Entire home/apt,2017,111,22.0,3.0,7.0
Stylish Large Gramercy Loft!,80178020812,UNCONFIRMED,Martin,Manhattan,Flatiron District,40.7403,-73.98498,United States,US,True,strict,Entire home/apt,2020,908,182.0,2.0,108.0
The Brownstone-Luxury 1 Bd Apt/NYC,95734990661,VERIFIED,Dixon,Manhattan,Harlem,40.80931,-73.94343,United States,US,True,moderate,Entire home/apt,2008,823,165.0,3.0,222.0
PRIVATE Room on Historic Sugar Hill,46480721644,UNCONFIRMED,Allen,Manhattan,Harlem,40.8251,-73.94287,United States,US,True,flexible,Private room,2011,186,37.0,1.0,458.0
South Slope Green,20576025416,VERIFIED,Murphy,Brooklyn,Windsor Terrace,40.6585,-73.98397,United States,US,False,strict,Private room,2021,84,17.0,2.0,21.0
"17 Flr. Manhattan Views, Nr. Subway",81471714501,UNCONFIRMED,Clark,Manhattan,Roosevelt Island,40.76193,-73.9501,United States,US,False,moderate,Private room,2018,241,48.0,7.0,17.0
"Spacious 1BR, Adorable Clean Quiet",5961679794,VERIFIED,Montgomery,Manhattan,Lower East Side,40.72052,-73.98589,United States,US,False,strict,Entire home/apt,2017,54,11.0,3.0,41.0
"Nice, clean, safe, convenient 3BR",41153188173,UNCONFIRMED,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,US,True,strict,Entire home/apt,2020,656,131.0,14.0,1.0
Franklin St Flat in Trendy Greenpoint Brooklyn,25015494698,UNCONFIRMED,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,US,True,flexible,Entire home/apt,2018,509,102.0,2.0,69.0
"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,UNCONFIRMED,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,US,False,flexible,Entire home/apt,2016,1198,240.0,4.0,18.0
Unknown,969495230,UNCONFIRMED,Morrison,Manhattan,Midtown,40.7589,-73.96991,United States,US,True,flexible,Entire home/apt,2003,588,118.0,30.0,82.0
Unknown,21781584182,VERIFIED,Miller,Manhattan,SoHo,40.72003,-74.00262,United States,US,True,strict,Entire home/apt,2014,228,46.0,4.0,94.0
Unknown,12938638555,UNCONFIRMED,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,US,True,moderate,Entire home/apt,2011,874,175.0,5.0,10.0
Unknown,74291995690,UNCONFIRMED,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,US,False,flexible,Entire home/apt,2020,1052,210.0,28.0,183.0
City Room - Private Luxury Suite,34228394206,VERIFIED,Clark,Manhattan,Harlem,40.8118,-73.94434,United States,US,True,moderate,Private room,2011,1127,225.0,1.0,189.0
Private Room/bath Luxurious Harlem,6289503909,UNCONFIRMED,Payne,Manhattan,Harlem,40.81583,-73.94707,United States,US,False,flexible,Private room,2012,137,27.0,2.0,1.0
The gem of the East Village,73371624660,VERIFIED,Russell,Manhattan,East Village,40.72654,-73.98049,United States,US,True,flexible,Entire home/apt,2012,138,28.0,2.0,127.0
"Bright and spacious, garden below!",38278567651,UNCONFIRMED,Cooper,Manhattan,Upper West Side,40.80021,-73.96071,United States,US,False,moderate,Entire home/apt,2012,597,119.0,4.0,4.0
ACCOMMODATIONS GALORE #2,81849555528,VERIFIED,Richardson,Unknown,East Harlem,40.80942,-73.93936,United States,US,False,flexible,Entire home/apt,2012,252,50.0,3.0,135.0
Colorful Private One Bedroom Apt,39174831196,VERIFIED,Allen,Manhattan,Little Italy,40.71961,-73.9954,United States,US,True,flexible,Entire home/apt,2012,959,192.0,2.0,21.0
Huge Chelsea Loft,27743402115,VERIFIED,Thomas,Manhattan,Chelsea,40.74358,-74.00027,United States,US,False,flexible,Entire home/apt,2006,595,119.0,2.0,35.0
Great room in great location,27437089550,UNCONFIRMED,Tucker,Manhattan,Harlem,40.80335,-73.9575,United States,US,False,moderate,Private room,2010,1076,215.0,14.0,10.0
Exclusive Room with Private Bath in  LES,6670990373,UNCONFIRMED,Warren,Manhattan,Chinatown,40.71445,-73.9908,United States,US,False,strict,Private room,2008,956,191.0,4.0,171.0
"Quiet, clean midtown apt w. elevato",56864395436,UNCONFIRMED,Taylor,Manhattan,Midtown,40.75749,-73.96897,United States,US,True,moderate,Entire home/apt,2015,81,16.0,200.0,92.0
BK Sweet Suite w/Kitchen&FullBath,95787147567,UNCONFIRMED,Mason,Brooklyn,East Flatbush,40.64446,-73.9503,United States,US,True,strict,Entire home/apt,2011,472,94.0,3.0,238.0
Great East Village Apartment Rental,68034176973,UNCONFIRMED,Hunt,Manhattan,East Village,40.7268,-73.99079,United States,US,True,moderate,Entire home/apt,2018,1058,212.0,50.0,56.0
BROWNSTONE SUNDRENCHED BEAUTY,49595827306,UNCONFIRMED,Richardson,Unknown,Bushwick,40.688,-73.9171,United States,US,True,moderate,Entire home/apt,2022,1028,206.0,3.0,111.0
A SpeciaL!! Private Room in NY,59031426800,UNCONFIRMED,Taylor,Staten Island,Tompkinsville,40.63536,-74.08537,United States,US,True,flexible,Private room,2006,725,145.0,2.0,193.0
B NYC Staten Alternative...,13992927619,UNCONFIRMED,Fowler,Staten Island,Tompkinsville,40.63627,-74.08543,United States,US,True,strict,Private room,2017,784,157.0,2.0,147.0
C Private Room By The Ferry,86997411863,UNCONFIRMED,Murphy,Staten Island,Tompkinsville,40.63518,-74.08546,United States,US,True,flexible,Private room,2022,593,119.0,2.0,177.0
Smallest House In The Village,13282897809,UNCONFIRMED,Rogers,Manhattan,East Village,40.72477,-73.98161,United States,US,True,strict,Entire home/apt,2014,1067,213.0,3.0,185.0
Beautiful modern studio apartment in heart of NYC,94532787850,UNCONFIRMED,Davis,Manhattan,Chelsea,40.74238,-73.99567,United States,US,False,strict,Entire home/apt,2008,794,159.0,9.0,62.0
Beautiful Landmarked Duplex,87944779917,UNCONFIRMED,Baker,Brooklyn,Greenpoint,40.72945,-73.95511,United States,US,True,moderate,Entire home/apt,2008,842,168.0,3.0,124.0
BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,97374363906,VERIFIED,Richardson,Brooklyn,Williamsburg,40.70763,-73.95177,United States,US,False,moderate,Private room,2019,1164,233.0,2.0,181.0
D Private Che@p Room 2 Explore NYC,60931330665,VERIFIED,Lloyd,Staten Island,Tompkinsville,40.63481,-74.08519,United States,US,False,moderate,Private room,2010,1032,206.0,2.0,333.0
Safe cute near subway& Manhattan NY NY retro style,3323425751,UNCONFIRMED,Perry,Queens,Astoria,40.75384,-73.91433,United States,US,True,flexible,Entire home/apt,2005,545,109.0,5.0,441.0
Large and Cozy Private Bedroom,87014850347,UNCONFIRMED,Richardson,Brooklyn,Kensington,40.64106,-73.97426,United States,US,False,flexible,Private room,2013,786,157.0,1.0,45.0
Small tidy bedroom in duplex,40815560652,UNCONFIRMED,Brown,Brooklyn,Park Slope,40.66793,-73.98327,United States,US,False,flexible,Private room,2018,114,23.0,14.0,9.0
LL3,21787820811,VERIFIED,Foster,Bronx,Clason Point,40.81309,-73.85514,United States,US,True,moderate,Private room,2005,643,129.0,2.0,0.0
DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,73292273095,VERIFIED,Hamilton,Unknown,Eastchester,40.88057,-73.83572,United States,US,True,flexible,Entire home/apt,2016,909,182.0,2.0,38.0
"Private, Large & Sunny Top Floor Apt  w/W&D",4292764830,VERIFIED,Reed,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,United States,US,False,flexible,Entire home/apt,2007,841,168.0,399.0,248.0
Cottage in the Village,65603422910,VERIFIED,Lloyd,Manhattan,East Village,40.72185,-73.98246,United States,US,True,moderate,Entire home/apt,2019,73,15.0,5.0,143.0
